node	node_name	node_type
GO:0033218	amide binding	MolecularFunction
GO:0099512	supramolecular fiber	CellularComponent
55346	TCP11L1	Gene
DB00410	Mupirocin	Compound
84707	BEX2	Gene
DOID:0060042	atypical autism	Disease
3748	KCNC3	Gene
2747	GLUD2	Gene
81031	SLC2A10	Gene
GO:0035690	cellular response to drug	BiologicalProcess
UBERON:0003690	fused sacrum	Anatomy
201595	STT3B	Gene
347051	SLC10A5	Gene
DB00497	Oxycodone	Compound
N0000004931	Insulin	PharmacologicClass
259295	TAS2R20	Gene
DOID:0060193	amyotrophic lateral sclerosis type 1	Disease
5657	PRTN3	Gene
Q9C0B1	FTO_HUMAN	Protein
83594	NUDT12	Gene
P37288	V1AR_HUMAN	Protein
Q13698	CAC1S_HUMAN	Protein
GO:0048387	negative regulation of retinoic acid receptor signaling pathway	BiologicalProcess
10194	TSHZ1	Gene
80311	KLHL15	Gene
147011	PROCA1	Gene
CHEMBL3833308	CHEMBL3833308	Compound
1154	CISH	Gene
O75385	ULK1_HUMAN	Protein
DOID:4988	alcoholic pancreatitis	Disease
DB02959	Oxitriptan	Compound
N0000175499	Polymyxin-class Antibacterial	PharmacologicClass
11159	RABL2A	Gene
DB01073	Fludarabine	Compound
DOID:0080159	Cryptococcal meningitis	Disease
52	ACP1	Gene
CHEMBL1697729	CHEMBL1697729	Compound
C0341163	Gastric ulcer perforation	SideEffect
55540	IL17RB	Gene
64118	DUS1L	Gene
DOID:4586	familial meningioma	Disease
81399	OR4F16	Gene
CHEMBL1523964	CHEMBL1523964	Compound
57158	JPH2	Gene
4543	MTNR1A	Gene
DOID:3117	hepatobiliary benign neoplasm	Disease
10487	CAP1	Gene
140862	ISM1	Gene
PC7_3884	Fc epsilon receptor (FCERI) signaling	Pathway
2290	FOXG1	Gene
C0023211	Bundle branch block left	SideEffect
56100	PCDHGB6	Gene
CHEBI:35498	diuretic	PharmacologicClass
DOID:13341	parasitic conjunctivitis	Disease
CHEMBL2104769	CHEMBL2104769	Compound
10523	CHERP	Gene
4103	MAGEA4	Gene
283629	TSSK4	Gene
DB00539	Toremifene	Compound
353137	LCE1F	Gene
DB09065	Cobicistat	Compound
6164	RPL34	Gene
830	CAPZA2	Gene
C0349506	Photosensitivity	SideEffect
DOID:8519	barbiturate abuse	Disease
130872	AHSA2	Gene
284358	MAMSTR	Gene
9275	BCL7B	Gene
Q9Y2H9	MAST1_HUMAN	Protein
155054	ZNF425	Gene
C0009766	Conjunctivitis allergic	SideEffect
DOID:14459	hemangioma of orbit	Disease
UBERON:0010074	chromaffin system	Anatomy
80055	PGAP1	Gene
7634	ZNF80	Gene
55733	HHAT	Gene
100049587	SIGLEC14	Gene
DOID:0070013	Seckel syndrome 2	Disease
80303	EFHD1	Gene
64224	HERPUD2	Gene
DOID:0110576	autosomal dominant nonsyndromic deafness 50	Disease
DOID:14075	geniculate ganglionitis	Disease
DB04861	Nebivolol	Compound
DB00975	Dipyridamole	Compound
56987	BBX	Gene
1070	CETN3	Gene
7508	XPC	Gene
C0243026	Sepsis	SideEffect
GO:0009749	response to glucose	BiologicalProcess
CHEMBL929	CHEMBL929	Compound
DOID:9584	Venezuelan equine encephalitis	Disease
CHEMBL96783	CHEMBL96783	Compound
151188	ARL6IP6	Gene
3981	LIG4	Gene
C0235431	Blood creatinine increased	SideEffect
DOID:0060668	anencephaly	Disease
1964	EIF1AX	Gene
D065906	Hyperlactatemia	Symptom
644139	PIRT	Gene
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	CellularComponent
CHEMBL1768	CHEMBL1768	Compound
DOID:13620	patent foramen ovale	Disease
57451	TENM2	Gene
25950	RWDD3	Gene
C0000737	Abdominal pain	SideEffect
23254	KAZN	Gene
164284	APCDD1L	Gene
C0332687	Burns second degree	SideEffect
6878	TAF6	Gene
C0038325	Stevens-Johnson syndrome	SideEffect
CHEMBL3989406	CHEMBL3989406	Compound
C2047937	Ill-defined disorder	SideEffect
80324	PUS1	Gene
92737	DNER	Gene
867	CBL	Gene
DOID:0110465	autosomal recessive nonsyndromic deafness 104	Disease
799	CALCR	Gene
387923	SERP2	Gene
DB01764	Dalfopristin	Compound
64777	RMND5B	Gene
81570	CLPB	Gene
79094	CHAC1	Gene
DB08998	Demexiptiline	Compound
DOID:5600	precursor lymphoblastic lymphoma/leukemia	Disease
144165	PRICKLE1	Gene
DOID:5533	endometrial squamous cell carcinoma	Disease
79839	CCDC102B	Gene
C0025160	Megacolon	SideEffect
9238	TBRG4	Gene
259173	ALS2CL	Gene
C0236024	Pharyngeal oedema	SideEffect
C0041956	Ureteric obstruction	SideEffect
UBERON:0001688	incus bone	Anatomy
1000	CDH2	Gene
4009	LMX1A	Gene
DOID:0110510	autosomal recessive nonsyndromic deafness 55	Disease
6957	TRB	Gene
CHEBI:48539	alpha-adrenergic drug	PharmacologicClass
56882	CDC42SE1	Gene
2184	FAH	Gene
N0000175781	Aminosalicylate	PharmacologicClass
2043	EPHA4	Gene
CHEMBL507048	CHEMBL507048	Compound
23415	KCNH4	Gene
994	CDC25B	Gene
DOID:11719	oculopharyngeal muscular dystrophy	Disease
CHEMBL3544928	CHEMBL3544928	Compound
6677	SPAM1	Gene
84281	C2orf88	Gene
DOID:12732	intermediate uveitis	Disease
C0006444	Bursitis	SideEffect
51350	KRT76	Gene
C2720436	Pleural fibrosis	SideEffect
132989	C4orf36	Gene
P31152	MK04_HUMAN	Protein
9583	ENTPD4	Gene
DOID:60001	pulmonary artery disease	Disease
284325	C19orf54	Gene
O95382	M3K6_HUMAN	Protein
3107	HLA-C	Gene
157777	MCMDC2	Gene
CHEMBL1589	CHEMBL1589	Compound
N0000175505	Tetracycline-class Antimicrobial	PharmacologicClass
9787	DLGAP5	Gene
CHEMBL2448613	CHEMBL2448613	Compound
D003128	Coma	Symptom
8975	USP13	Gene
51626	DYNC2LI1	Gene
147323	STARD6	Gene
338675	OR5AP2	Gene
DB06402	Telavancin	Compound
CHEMBL3545054	CHEMBL3545054	Compound
C0023051	Laryngeal disorder	SideEffect
DOID:2217	Bernard-Soulier syndrome	Disease
DOID:12276	malignant tumor of undescended testis	Disease
64853	AIDA	Gene
DOID:0110716	Warburg micro syndrome 1	Disease
58492	ZNF77	Gene
344657	LRRIQ4	Gene
644844	PHGR1	Gene
1998	ELF2	Gene
8712	PAGE1	Gene
DOID:13300	Scheuermann's disease	Disease
CHEMBL1713	CHEMBL1713	Compound
55234	SMU1	Gene
D002257	Carbonic Anhydrase Inhibitors	PharmacologicClass
23166	STAB1	Gene
DOID:0111021	cone-rod dystrophy 15	Disease
DOID:9245	Alagille syndrome	Disease
286109	CASC7	Gene
P41595	5HT2B_HUMAN	Protein
DB00861	Diflunisal	Compound
8985	PLOD3	Gene
CHEMBL2387080	CHEMBL2387080	Compound
C0497156	Lymphadenopathy	SideEffect
C2979982	Vaginal haemorrhage	SideEffect
55631	LRRC40	Gene
84313	VPS25	Gene
P00918	CAH2_HUMAN	Protein
C0221348	Yellow nail syndrome	SideEffect
DOID:0090123	aromatic L-amino acid decarboxylase deficiency	Disease
401647	GOLGA7B	Gene
CHEMBL2109678	CHEMBL2109678	Compound
CHEMBL2028665	CHEMBL2028665	Compound
55635	DEPDC1	Gene
29880	ALG5	Gene
DOID:11262	ornithosis	Disease
CHEMBL1201692	CHEMBL1201692	Compound
CHEBI:50739	estrogen receptor modulator	PharmacologicClass
C0011849	Diabetes mellitus	SideEffect
84817	TXNDC17	Gene
55012	PPP2R3C	Gene
27036	SIGLEC7	Gene
C0030662	Pathological gambling	SideEffect
4300	MLLT3	Gene
64848	YTHDC2	Gene
DOID:8274	synovial angioma	Disease
23348	DOCK9	Gene
375323	LHFPL4	Gene
PC7_2373	CXCR4-mediated signaling events	Pathway
85442	KNDC1	Gene
389649	C8orf86	Gene
CHEMBL54126	CHEMBL54126	Compound
CHEMBL2105882	CHEMBL2105882	Compound
CHEMBL17639	CHEMBL17639	Compound
DOID:746	adenomatoid tumor	Disease
DOID:5083	iodine hypothyroidism	Disease
DOID:4306	radiculopathy	Disease
Q6XUX3	DUSTY_HUMAN	Protein
CHEMBL448570	CHEMBL448570	Compound
3578	IL9	Gene
D018755	GABA Agonists	PharmacologicClass
DOID:11103	rickettsialpox	Disease
64172	OSGEPL1	Gene
DOID:0110289	autosomal recessive limb-girdle muscular dystrophy type 2Y	Disease
DOID:5583	lung giant cell carcinoma	Disease
CHEMBL1200997	CHEMBL1200997	Compound
DOID:0060854	autosomal recessive pseudohypoaldosteronism type 1	Disease
C0149725	Lower respiratory tract infection	SideEffect
9407	TMPRSS11D	Gene
10379	IRF9	Gene
730	C7	Gene
6136	RPL12	Gene
84725	PLEKHA8	Gene
54576	UGT1A8	Gene
6132	RPL8	Gene
83591	THAP2	Gene
121260	SLC15A4	Gene
124274	GPR139	Gene
55553	SOX6	Gene
GO:0044344	cellular response to fibroblast growth factor stimulus	BiologicalProcess
DOID:2148	tuberculous oophoritis	Disease
C0221260	Nail dystrophy	SideEffect
N0000000233	Nucleic Acid Synthesis Inhibitors	PharmacologicClass
DOID:0070181	spermatogenic failure 23	Disease
DOID:0050795	cone dystrophy	Disease
DOID:297	pleomorphic adenoma carcinoma	Disease
2958	GTF2A2	Gene
6445	SGCG	Gene
60559	SPCS3	Gene
122481	AK7	Gene
CHEBI:63726	neuroprotective agent	PharmacologicClass
CHEMBL69905	CHEMBL69905	Compound
GO:0071774	response to fibroblast growth factor	BiologicalProcess
DOID:7356	rectum sarcomatoid carcinoma	Disease
161779	PGBD4	Gene
283297	OR10A4	Gene
9121	SLC16A5	Gene
N0000007780	Vinca Alkaloids	PharmacologicClass
GO:0006457	protein folding	BiologicalProcess
DOID:0110778	hereditary spastic paraplegia 27	Disease
1959	EGR2	Gene
Q9Y6L6	SO1B1_HUMAN	Protein
119678	OR52E2	Gene
140596	DEFB104A	Gene
501	ALDH7A1	Gene
CHEMBL1330022	CHEMBL1330022	Compound
2889	RAPGEF1	Gene
4547	MTTP	Gene
O75914	PAK3_HUMAN	Protein
GO:0006986	response to unfolded protein	BiologicalProcess
DOID:11405	diphtheria	Disease
DB01839	Propylene glycol	Compound
UBERON:0002741	diagonal band of Broca	Anatomy
CHEMBL3410450	CHEMBL3410450	Compound
CHEMBL2108816	CHEMBL2108816	Compound
390790	ARL5C	Gene
DOID:13664	post-vaccinal encephalitis	Disease
DB08877	Ruxolitinib	Compound
1460	CSNK2B	Gene
6484	ST3GAL4	Gene
CHEMBL1743081	CHEMBL1743081	Compound
256144	OR4C3	Gene
DOID:0050885	IMAGe syndrome	Disease
23564	DDAH2	Gene
DOID:0060111	fallopian tube benign neoplasm	Disease
WP2112_r63216	IL17 signaling pathway	Pathway
CHEMBL2103735	CHEMBL2103735	Compound
63895	PIEZO2	Gene
63932	CXorf56	Gene
DOID:0060442	stromal dystrophy	Disease
8563	THOC5	Gene
80063	ATF7IP2	Gene
84660	CCDC62	Gene
CHEMBL232201	CHEMBL232201	Compound
DB04854	Febuxostat	Compound
CHEMBL206815	CHEMBL206815	Compound
11144	DMC1	Gene
55486	PARL	Gene
DOID:0060567	erythema elevatum diutinum	Disease
CHEMBL1749	CHEMBL1749	Compound
Q9BYF1	ACE2_HUMAN	Protein
CHEMBL2108058	CHEMBL2108058	Compound
CHEMBL3039550	CHEMBL3039550	Compound
5004	ORM1	Gene
342096	GOLGA6A	Gene
91522	COL23A1	Gene
DB00445	Epirubicin	Compound
5358	PLS3	Gene
89795	NAV3	Gene
124801	LSM12	Gene
C0338656	Cognitive impairment	SideEffect
DOID:12125	neurotrophic keratoconjunctivitis	Disease
120237	DBX1	Gene
CHEMBL859	CHEMBL859	Compound
717	C2	Gene
81532	MOB2	Gene
DB06204	Tapentadol	Compound
DOID:8158	complement component 5 deficiency	Disease
48	ACO1	Gene
DB06148	Mianserin	Compound
5860	QDPR	Gene
7033	TFF3	Gene
DOID:3010	lobular neoplasia	Disease
2483	FRG1	Gene
4617	MYF5	Gene
PC7_3427	ER-Phagosome pathway	Pathway
P41440	S19A1_HUMAN	Protein
414059	TBC1D3B	Gene
DOID:4112	cervical carcinosarcoma	Disease
CHEMBL1743028	CHEMBL1743028	Compound
728577	CNTNAP3B	Gene
3098	HK1	Gene
CHEMBL2221312	CHEMBL2221312	Compound
286205	SCAI	Gene
55052	MRPL20	Gene
DOID:0050430	multiple endocrine neoplasia type 2A	Disease
56848	SPHK2	Gene
Q02809	PLOD1_HUMAN	Protein
DOID:9279	hyperhomocysteinemia	Disease
DOID:11813	bladder trigone cancer	Disease
CHEMBL60745	CHEMBL60745	Compound
2245	FGD1	Gene
10892	MALT1	Gene
DOID:13500	hairy tongue	Disease
2122	MECOM	Gene
N0000175801	Aluminum Complex	PharmacologicClass
D003272	Contraceptive Agents, Male	PharmacologicClass
CHEMBL2106364	CHEMBL2106364	Compound
Q6V1X1	DPP8_HUMAN	Protein
DOID:11917	tinea cruris	Disease
DOID:10159	osteonecrosis	Disease
D018680	Cholinergic Antagonists	PharmacologicClass
DOID:0110567	autosomal dominant nonsyndromic deafness 41	Disease
C0020624	Hypomenorrhoea	SideEffect
DB11326	Boric acid	Compound
133584	EGFLAM	Gene
4701	NDUFA7	Gene
CHEBI:38706	pediculicide	PharmacologicClass
2081	ERN1	Gene
CHEMBL3137313	CHEMBL3137313	Compound
1650	DDOST	Gene
CHEMBL1614710	CHEMBL1614710	Compound
8688	KRT37	Gene
N0000185504	Cytochrome P450 2C9 Inhibitors	PharmacologicClass
DOID:5389	oxyphilic adenoma	Disease
DOID:14559	anaerobic meningitis	Disease
10975	UQCR11	Gene
10539	GLRX3	Gene
DOID:7174	anus basaloid carcinoma	Disease
100820829	MYZAP	Gene
91689	SMDT1	Gene
B4DYV1	B4DYV1_HUMAN	Protein
CHEMBL3544910	CHEMBL3544910	Compound
C0857361	Headache occurring	SideEffect
285877	POM121L12	Gene
3795	KHK	Gene
55034	MOCOS	Gene
7068	THRB	Gene
54346	UNC93A	Gene
C0020641	Hypopyon	SideEffect
GO:0005921	gap junction	CellularComponent
2644	GCHFR	Gene
8732	RNGTT	Gene
7268	TTC4	Gene
55746	NUP133	Gene
5753	PTK6	Gene
GO:0043408	regulation of MAPK cascade	BiologicalProcess
DOID:663	scrotal angioma	Disease
8867	SYNJ1	Gene
8045	RASSF7	Gene
DB04335	Inosine	Compound
84858	ZNF503	Gene
7499	XG	Gene
DB01001	Salbutamol	Compound
9112	MTA1	Gene
7520	XRCC5	Gene
55572	FOXRED1	Gene
P12268	IMDH2_HUMAN	Protein
9092	SART1	Gene
56943	ENY2	Gene
2899	GRIK3	Gene
57555	NLGN2	Gene
DOID:0050603	acheiropody	Disease
9182	RASSF9	Gene
781	CACNA2D1	Gene
94039	ZNF101	Gene
390054	OR52A5	Gene
C0853986	Lymphocyte count decreased	SideEffect
GO:1902580	single-organism cellular localization	BiologicalProcess
CHEMBL2109492	CHEMBL2109492	Compound
PC7_5680	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	Pathway
CHEMBL3301576	CHEMBL3301576	Compound
P29322	EPHA8_HUMAN	Protein
54809	SAMD9	Gene
C0015732	Faecal incontinence	SideEffect
54964	C1orf56	Gene
UBERON:0001437	epiphysis	Anatomy
7431	VIM	Gene
DOID:0110482	autosomal recessive nonsyndromic deafness 24	Disease
CHEMBL17157	CHEMBL17157	Compound
DB01054	Nitrendipine	Compound
DB01237	Bromodiphenhydramine	Compound
54961	SSH3	Gene
DOID:0110080	Leber congenital amaurosis 12	Disease
10620	ARID3B	Gene
D010148	Pain, Intractable	Symptom
CHEMBL3707327	CHEMBL3707327	Compound
9488	PIGB	Gene
CHEMBL1706	CHEMBL1706	Compound
C0522172	Feeling drunk	SideEffect
Q9UIK4	DAPK2_HUMAN	Protein
328	APEX1	Gene
9797	TATDN2	Gene
79147	FKRP	Gene
83417	FCRL4	Gene
84068	SLC10A7	Gene
8338	HIST2H2AC	Gene
DOID:0060152	time agnosia	Disease
286527	TMSB15B	Gene
C0025287	Meningism	SideEffect
DOID:0060044	paraphilia disorder	Disease
DOID:9640	sarcocystosis	Disease
1948	EFNB2	Gene
11015	KDELR3	Gene
DB00444	Teniposide	Compound
DB08889	Carfilzomib	Compound
C0037859	Spermatocele	SideEffect
9183	ZW10	Gene
GO:0034330	cell junction organization	BiologicalProcess
10579	TACC2	Gene
7480	WNT10B	Gene
87178	PNPT1	Gene
UBERON:0002356	perineum	Anatomy
DOID:5362	focal epithelial hyperplasia	Disease
C0027707	Nephritis interstitial	SideEffect
51341	ZBTB7A	Gene
UBERON:0001324	common fibular nerve	Anatomy
10439	OLFM1	Gene
DOID:0070236	Loeys-Dietz syndrome 5	Disease
DB09096	Benzoyl peroxide	Compound
PC7_8054	TRAF6 Mediated Induction of proinflammatory cytokines	Pathway
C0009319	Colitis	SideEffect
CHEMBL2107914	CHEMBL2107914	Compound
54957	TXNL4B	Gene
4284	MIP	Gene
CHEMBL3137345	CHEMBL3137345	Compound
653319	KIAA0895L	Gene
63973	NEUROG2	Gene
O15303	GRM6_HUMAN	Protein
8992	ATP6V0E1	Gene
2668	GDNF	Gene
9647	PPM1F	Gene
124583	CANT1	Gene
CHEMBL2068727	CHEMBL2068727	Compound
CHEMBL3545009	CHEMBL3545009	Compound
DOID:11623	dental pulp necrosis	Disease
5580	PRKCD	Gene
11040	PIM2	Gene
DOID:10587	Krabbe disease	Disease
C0015397	Eye disorder	SideEffect
4761	NEUROD2	Gene
D000076042	Alcoholic Korsakoff Syndrome	Symptom
57592	ZNF687	Gene
CHEMBL2109143	CHEMBL2109143	Compound
120796	OR56A1	Gene
7587	ZNF37A	Gene
PC7_7457	Signaling by GPCR	Pathway
DOID:0110213	isolated cleft palate	Disease
27153	ZNF777	Gene
DOID:12932	endomyocardial fibrosis	Disease
DOID:2034	encephalomalacia	Disease
5518	PPP2R1A	Gene
115825	WDFY2	Gene
390148	OR5W2	Gene
4358	MPV17	Gene
D055958	Piriformis Muscle Syndrome	Symptom
9331	B4GALT6	Gene
51510	CHMP5	Gene
CHEBI:85384	GABA reuptake inhibitor	PharmacologicClass
6168	RPL37A	Gene
Q12851	M4K2_HUMAN	Protein
DB00130	L-Glutamine	Compound
10567	RABAC1	Gene
9334	B4GALT5	Gene
112479	ERI2	Gene
3988	LIPA	Gene
54760	PCSK4	Gene
3752	KCND3	Gene
CHEMBL1200461	CHEMBL1200461	Compound
DOID:12375	bronchopneumonia	Disease
57418	WDR18	Gene
DOID:4337	tinea capitis	Disease
Q15046	SYK_HUMAN	Protein
169044	COL22A1	Gene
DOID:931	monieziasis	Disease
CHEMBL1393513	CHEMBL1393513	Compound
CHEMBL1208306	CHEMBL1208306	Compound
P25100	ADA1D_HUMAN	Protein
DOID:248	trachea leiomyoma	Disease
2998	GYS2	Gene
57459	GATAD2B	Gene
DOID:12397	entropion	Disease
CHEMBL2361425	CHEMBL2361425	Compound
DOID:5204	fructose-1,6-bisphosphatase deficiency	Disease
CHEMBL1201485	CHEMBL1201485	Compound
DOID:0060176	gamma-amino butyric acid metabolism disorder	Disease
26525	IL36RN	Gene
DOID:11820	bladder dome cancer	Disease
1677	DFFB	Gene
401548	SNX30	Gene
Q92630	DYRK2_HUMAN	Protein
80128	TRIM46	Gene
7884	SLBP	Gene
3120	HLA-DQB2	Gene
240	ALOX5	Gene
DB00872	Conivaptan	Compound
DOID:4084	testicular trophoblastic tumor	Disease
195977	ANTXRL	Gene
DOID:10649	acute inferolateral myocardial infarction	Disease
PC7_7445	Signaling by ERBB2	Pathway
8816	DCAF5	Gene
317772	HIST2H2AB	Gene
DB11642	Pitolisant	Compound
64773	PCED1A	Gene
D006963	Hyperphagia	Symptom
64321	SOX17	Gene
GO:0009898	cytoplasmic side of plasma membrane	CellularComponent
DOID:0060320	inguinal hernia	Disease
1951	CELSR3	Gene
4689	NCF4	Gene
DOID:0110310	hypertrophic cardiomyopathy 4	Disease
8363	HIST1H4J	Gene
56901	NDUFA4L2	Gene
CHEMBL3039547	CHEMBL3039547	Compound
26281	FGF20	Gene
DOID:3697	acute transudative otitis media	Disease
C0016382	Flushing	SideEffect
DOID:2156	ovarian germ cell cancer	Disease
89765	RSPH1	Gene
23621	BACE1	Gene
CHEMBL3183440	CHEMBL3183440	Compound
CHEMBL3833309	CHEMBL3833309	Compound
55831	EMC3	Gene
CHEMBL1200863	CHEMBL1200863	Compound
CHEMBL3301614	CHEMBL3301614	Compound
O15111	IKKA_HUMAN	Protein
DOID:13912	acquired color blindness	Disease
CHEMBL384304	CHEMBL384304	Compound
3568	IL5RA	Gene
DOID:12164	Blessig's cysts	Disease
10200	MPHOSPH6	Gene
C0376297	Cardiac death	SideEffect
DOID:13327	anatomical narrow angle borderline glaucoma	Disease
DOID:0110107	atrial heart septal defect 2	Disease
C0038450	Stridor	SideEffect
DB01559	Clotiazepam	Compound
GO:0001101	response to acid chemical	BiologicalProcess
6037	RNASE3	Gene
376267	RAB15	Gene
P35414	APJ_HUMAN	Protein
130013	ACMSD	Gene
55971	BAIAP2L1	Gene
C0019080	Haemorrhage	SideEffect
283537	SLC46A3	Gene
51400	PPME1	Gene
29851	ICOS	Gene
2649	NR6A1	Gene
7802	DNALI1	Gene
DB00655	Estrone	Compound
253982	ASPHD1	Gene
C0039584	Testicular disorder	SideEffect
CHEMBL6497	CHEMBL6497	Compound
DB00649	Stavudine	Compound
CHEMBL2107884	CHEMBL2107884	Compound
150297	C22orf42	Gene
84867	PTPN5	Gene
C0151686	Growth retardation	SideEffect
CHEMBL1201605	CHEMBL1201605	Compound
79677	SMC6	Gene
DOID:0060157	diffuse alopecia areata	Disease
116444	GRIN3B	Gene
DB01245	Decamethonium	Compound
DOID:0050876	Caroli disease	Disease
DOID:1751	malignant conjunctival melanoma	Disease
D005414	Flatulence	Symptom
O00764	PDXK_HUMAN	Protein
644019	CBWD6	Gene
10146	G3BP1	Gene
GO:0012506	vesicle membrane	CellularComponent
26099	SZRD1	Gene
CHEMBL2105348	CHEMBL2105348	Compound
DB00457	Prazosin	Compound
90355	C5orf30	Gene
CHEMBL1200338	CHEMBL1200338	Compound
DOID:0040095	autoimmune cardiomyopathy	Disease
10124	ARL4A	Gene
DOID:10266	subendocardial infarction acute myocardial infarction	Disease
90693	CCDC126	Gene
C0014868	Oesophagitis	SideEffect
DOID:3671	pericoronitis	Disease
6224	RPS20	Gene
845	CASQ2	Gene
CHEMBL2108446	CHEMBL2108446	Compound
11178	LZTS1	Gene
7852	CXCR4	Gene
DOID:0060766	autosomal dominant Robinow syndrome 1	Disease
DOID:3613	Canavan disease	Disease
116028	RMI2	Gene
DB11125	Benzethonium	Compound
UBERON:0001773	sclera	Anatomy
53340	SPA17	Gene
GO:0007568	aging	BiologicalProcess
UBERON:0000162	cloaca	Anatomy
DOID:5614	eye disease	Disease
D013566	Sympathomimetics	PharmacologicClass
CHEMBL479527	CHEMBL479527	Compound
CHEMBL1697750	CHEMBL1697750	Compound
56136	PCDHA13	Gene
DOID:769	neuroblastoma	Disease
DB09020	Bisacodyl	Compound
DB00256	Lymecycline	Compound
25913	POT1	Gene
23404	EXOSC2	Gene
DB00281	Lidocaine	Compound
DOID:4543	retrograde amnesia	Disease
D000890	Anti-Infective Agents	PharmacologicClass
161829	EXD1	Gene
30848	CTAG2	Gene
142827	ACSM6	Gene
54440	SASH3	Gene
10522	DEAF1	Gene
DOID:13276	Mycoplasma pneumoniae pneumonia	Disease
DOID:4557	oral leukoedema	Disease
DB01037	Selegiline	Compound
C0242073	Pulmonary congestion	SideEffect
8697	CDC23	Gene
CHEMBL1743013	CHEMBL1743013	Compound
D000892	Anti-Infective Agents, Urinary	PharmacologicClass
167838	TXLNB	Gene
D000787	Angina Pectoris	Symptom
57121	LPAR5	Gene
9931	HELZ	Gene
P62508	ERR3_HUMAN	Protein
CHEMBL3301800	CHEMBL3301800	Compound
339448	C1orf174	Gene
CHEMBL1200485	CHEMBL1200485	Compound
389730	SPATA31A6	Gene
643853	TMPPE	Gene
CHEMBL2105949	CHEMBL2105949	Compound
55170	PRMT6	Gene
245910	DEFB107A	Gene
DOID:0050269	Trichomonas vaginalis trichomoniasis	Disease
CHEMBL1236107	CHEMBL1236107	Compound
CHEMBL1908335	CHEMBL1908335	Compound
55544	RBM38	Gene
C0600104	Compulsions	SideEffect
CHEMBL504535	CHEMBL504535	Compound
64333	ARHGAP9	Gene
Q9HBA0	TRPV4_HUMAN	Protein
CHEMBL447868	CHEMBL447868	Compound
CHEMBL1201089	CHEMBL1201089	Compound
161357	MDGA2	Gene
219956	OR9Q1	Gene
DOID:13934	facial paralysis	Disease
342184	FMN1	Gene
DOID:11839	glans penis cancer	Disease
2118	ETV4	Gene
DOID:0080154	short chain acyl-CoA dehydrogenase deficiency	Disease
N0000006269	Vitamin A	PharmacologicClass
DOID:12800	mucopolysaccharidosis VI	Disease
654364	NME1-NME2	Gene
59307	SIGIRR	Gene
80023	NRSN2	Gene
12	SERPINA3	Gene
P28907	CD38_HUMAN	Protein
10385	BTN2A2	Gene
3754	KCNF1	Gene
Q9Y2R2	PTN22_HUMAN	Protein
DOID:7757	childhood leukemia	Disease
390061	OR51Q1	Gene
57461	ISY1	Gene
DOID:678	progressive supranuclear palsy	Disease
139425	DCAF8L1	Gene
CHEMBL23588	CHEMBL23588	Compound
241	ALOX5AP	Gene
N0000175515	RNA Synthetase Inhibitor Antibacterial	PharmacologicClass
DB00472	Fluoxetine	Compound
CHEMBL2108555	CHEMBL2108555	Compound
6433	SFSWAP	Gene
10941	UGT2A1	Gene
DOID:2784	lung sarcoma	Disease
C0021061	Immunology test	SideEffect
394	ARHGAP5	Gene
DB06147	Sulfathiazole	Compound
D009325	Nausea	Symptom
DOID:767	muscular atrophy	Disease
N0000175494	Nitrofuran Antibacterial	PharmacologicClass
DOID:0110343	osteogenesis imperfecta type 14	Disease
DOID:1443	cerebral degeneration	Disease
64922	LRRC19	Gene
CHEMBL254760	CHEMBL254760	Compound
64855	FAM129B	Gene
122953	JDP2	Gene
5441	POLR2L	Gene
DOID:668	myositis ossificans	Disease
5493	PPL	Gene
DB09296	Ombitasvir	Compound
CHEMBL1615775	CHEMBL1615775	Compound
89944	GLB1L2	Gene
CHEMBL2062267	CHEMBL2062267	Compound
146395	GSG1L	Gene
163050	ZNF564	Gene
DOID:0050659	biotin-responsive basal ganglia disease	Disease
P13726	TF_HUMAN	Protein
6814	STXBP3	Gene
PC7_1863	Axon guidance	Pathway
CHEMBL8197	CHEMBL8197	Compound
DB04711	Iodipamide	Compound
GO:0005922	connexin complex	CellularComponent
79582	SPAG16	Gene
80167	ABHD18	Gene
UBERON:0005994	chorda tendineae	Anatomy
54520	CCDC93	Gene
Q96GD0	PLPP_HUMAN	Protein
D006469	Hemoptysis	Symptom
5609	MAP2K7	Gene
DOID:0110215	Leber congenital amaurosis 5	Disease
C0085584	Encephalopathy	SideEffect
1553	CYP2A13	Gene
DOID:7144	laryngeal small cell carcinoma	Disease
91977	MYOZ3	Gene
CHEMBL1200328	CHEMBL1200328	Compound
DOID:0111056	platelet-type bleeding disorder 3	Disease
1052	CEBPD	Gene
C0259756	Jarisch-Herxheimer reaction	SideEffect
DOID:5410	pulmonary neuroendocrine tumor	Disease
DOID:0110587	autosomal dominant nonsyndromic deafness 66	Disease
CHEMBL434200	CHEMBL434200	Compound
345895	RSPH4A	Gene
CHEMBL3545348	CHEMBL3545348	Compound
10499	NCOA2	Gene
CHEMBL2179529	CHEMBL2179529	Compound
4648	MYO7B	Gene
60493	FASTKD5	Gene
246330	PELI3	Gene
P46734	MP2K3_HUMAN	Protein
90249	UNC5A	Gene
64216	TFB2M	Gene
CHEMBL1201482	CHEMBL1201482	Compound
GO:0048471	perinuclear region of cytoplasm	CellularComponent
